 0.78261 0.13000 0.01125   0.08696 0.45000 0.20750   0.08696 0.34000 0.10800   0.04348 0.10000 0.05000   2539.64 
 0.78261 0.13000 0.01125   0.08696 0.45000 0.20750   0.08696 0.34000 0.10800   0.04348 0.10000 0.07500   2568.77 
 0.78261 0.13000 0.01125   0.08696 0.45000 0.20750   0.08696 0.34000 0.20600   0.04348 0.10000 0.05000   2625.23 
 0.78261 0.13000 0.01125   0.08696 0.45000 0.20750   0.08696 0.34000 0.20600   0.04348 0.10000 0.07500   2652.45 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.01000   0.04348 0.10000 0.17500   2864.58 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.01000   0.04348 0.40000 0.12500   3469.03 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.01000   0.04348 0.40000 0.15000   3553.98 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.01000   0.04348 0.40000 0.17500   3593.5 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.10800   0.04348 0.40000 0.15000   3641.79 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.10800   0.04348 0.40000 0.17500   3680.63 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.10800   0.04348 0.70000 0.15000   3682.74 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.10800   0.04348 0.70000 0.17500   3693.42 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.40000 0.15000   3689.65 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.40000 0.17500   3728.6 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.70000 0.10000   3728.41 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.70000 0.12500   3765.88 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.70000 0.15000   3777.54 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.20600   0.04348 0.70000 0.17500   3777.97 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.30400   0.04348 0.40000 0.17500   3778.18 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.30400   0.04348 0.70000 0.10000   3785.36 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.30400   0.04348 0.70000 0.12500   3800.1 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.30400   0.04348 0.70000 0.15000   3805.78 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.30400   0.04348 0.70000 0.17500   3805.61 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.40200   0.04348 0.40000 0.15000   3804.36 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.40200   0.04348 0.40000 0.17500   3814.41 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.40200   0.04348 0.70000 0.12500   3815.54 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.40200   0.04348 0.70000 0.15000   3816.25 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.40200   0.04348 0.70000 0.17500   3813.84 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.50000   0.04348 0.40000 0.15000   3815.53 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.00000 0.50000   0.04348 0.40000 0.17500   3823.91 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.10800   0.04348 0.40000 0.17500   3824.11 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.10800   0.04348 0.70000 0.10000   3876.2 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.10800   0.04348 0.70000 0.12500   3898.32 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.10800   0.04348 0.70000 0.15000   3902.61 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.10800   0.04348 0.70000 0.17500   3899.63 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.10000 0.07500   3903.97 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.40000 0.12500   3920.37 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.40000 0.15000   3937.4 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.40000 0.17500   3946.95 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.70000 0.10000   3956.1 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.70000 0.12500   3962.88 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.70000 0.15000   3967.74 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.01000   0.08696 0.34000 0.20600   0.04348 0.70000 0.17500   3968.51 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.01000   0.08759 0.34000 0.20600   0.03650 0.70000 0.12500   3963.56 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.01000   0.08759 0.34000 0.20600   0.03650 0.70000 0.15000   3968.02 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.01000   0.08759 0.34000 0.20600   0.03650 0.70000 0.17500   3968.85 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.01000   0.08824 0.34000 0.20600   0.02941 0.70000 0.15000   3966.19 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.01000   0.08824 0.34000 0.20600   0.02941 0.70000 0.17500   3967.22 
 0.79646 0.13000 0.01750   0.08850 0.45000 0.01000   0.07080 0.34000 0.20600   0.04425 0.70000 0.15000   3964.35 
 0.79646 0.13000 0.01750   0.08850 0.45000 0.01000   0.07080 0.34000 0.20600   0.04425 0.70000 0.17500   3964.94 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.10800   0.04348 0.10000 0.05000   3973.44 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.10800   0.04348 0.10000 0.07500   3984.74 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.10800   0.04348 0.40000 0.12500   3991.78 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.10800   0.04348 0.40000 0.15000   4002.18 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.10800   0.04348 0.40000 0.17500   4006.58 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.10800   0.03650 0.40000 0.15000   4003.2 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.10800   0.03650 0.40000 0.17500   4006.77 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.10800   0.02941 0.40000 0.15000   4003.43 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.10800   0.02941 0.40000 0.17500   4006.19 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.10800   0.02941 0.70000 0.17500   4002.13 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.10800   0.02222 0.40000 0.15000   4002.79 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.10800   0.02222 0.40000 0.17500   4004.76 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.10800   0.02222 0.70000 0.15000   4002.06 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.10800   0.02222 0.70000 0.17500   4003.74 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.10800   0.01493 0.40000 0.17500   4002.34 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.10800   0.01493 0.70000 0.15000   4002.01 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.10800   0.01493 0.70000 0.17500   4003.53 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.20600   0.04348 0.10000 0.05000   4008.85 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.20600   0.04348 0.10000 0.07500   4018.66 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.20600   0.04348 0.40000 0.12500   4021.82 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.20600   0.04348 0.40000 0.15000   4032.18 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.20600   0.04348 0.40000 0.17500   4036.76 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.20600   0.03650 0.40000 0.15000   4034.15 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.20600   0.03650 0.40000 0.17500   4037.9 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.20600   0.03650 0.70000 0.15000   4032.99 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.20600   0.03650 0.70000 0.17500   4034.66 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.20600   0.02941 0.40000 0.15000   4035.46 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.20600   0.02941 0.40000 0.17500   4038.38 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.20600   0.02941 0.70000 0.12500   4035.06 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.20600   0.02941 0.70000 0.15000   4036.47 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.20600   0.02941 0.70000 0.17500   4038.05 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.40000 0.15000   4036 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.40000 0.17500   4038.14 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.70000 0.10000   4036.38 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.70000 0.12500   4037.64 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.70000 0.15000   4038.58 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.20600   0.02222 0.70000 0.17500   4040.09 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.40000 0.15000   4035.66 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.40000 0.17500   4037.03 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.70000 0.07500   4035.16 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.70000 0.10000   4037.89 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.70000 0.12500   4038.43 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.70000 0.15000   4038.95 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.20600   0.01493 0.70000 0.17500   4040.36 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.20600   0.00752 0.70000 0.07500   4035.71 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.20600   0.00752 0.70000 0.10000   4036.78 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.20600   0.00752 0.70000 0.12500   4036.8 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.20600   0.00752 0.70000 0.15000   4037 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.20600   0.00752 0.70000 0.17500   4038.13 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.30400   0.04348 0.40000 0.15000   4035.86 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.30400   0.04348 0.40000 0.17500   4040.52 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.30400   0.03650 0.40000 0.15000   4038.7 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.30400   0.03650 0.40000 0.17500   4042.52 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.30400   0.02941 0.40000 0.15000   4040.95 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.30400   0.02941 0.40000 0.17500   4043.97 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.30400   0.02941 0.70000 0.12500   4039.42 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.30400   0.02941 0.70000 0.15000   4040.48 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.30400   0.02941 0.70000 0.17500   4041.93 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.40000 0.15000   4042.59 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.40000 0.17500   4044.79 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.70000 0.10000   4042.2 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.70000 0.12500   4043.17 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.70000 0.15000   4043.83 
 0.80000 0.13000 0.01750   0.08889 0.45000 0.20750   0.08889 0.00000 0.30400   0.02222 0.70000 0.17500   4045.19 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.40000 0.15000   4043.49 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.40000 0.17500   4044.92 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.70000 0.07500   4042.66 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.70000 0.10000   4045 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.70000 0.12500   4045.36 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.70000 0.15000   4045.7 
 0.80597 0.13000 0.01750   0.08955 0.45000 0.20750   0.08955 0.00000 0.30400   0.01493 0.70000 0.17500   4046.94 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.40000 0.15000   4043.55 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.40000 0.17500   4044.23 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.05000   4042.03 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.07500   4044.59 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.10000   4045.48 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.12500   4045.45 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.15000   4045.55 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 0.70000 0.17500   4046.52 
 0.81203 0.13000 0.01750   0.09023 0.45000 0.20750   0.09023 0.00000 0.30400   0.00752 1.00000 0.17500   4042.73 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.10000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.40000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 0.70000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.00000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.30000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.60000 0.17500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.05000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.07500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.10000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.12500   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.15000   4042.64 
 0.81818 0.13000 0.01750   0.09091 0.45000 0.20750   0.09091 0.00000 0.30400   0.00000 1.90000 0.17500   4042.64 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.40200   0.04348 0.10000 0.07500   4043.25 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.40200   0.04348 0.40000 0.15000   4042.24 
 0.78261 0.13000 0.01750   0.08696 0.45000 0.20750   0.08696 0.00000 0.40200   0.04348 0.40000 0.17500   4046.65 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.40200   0.03650 0.10000 0.07500   4045.37 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.40200   0.03650 0.40000 0.15000   4045.48 
 0.78832 0.13000 0.01750   0.08759 0.45000 0.20750   0.08759 0.00000 0.40200   0.03650 0.40000 0.17500   4049.09 
 0.79412 0.13000 0.01750   0.08824 0.45000 0.20750   0.08824 0.00000 0.40200   0.02941 0.10000 0.07500   4047.26 
